COD_ART,DESCRIPCION,EAN13
60-100C,LAVATORIO CR C.CERAM FABRIC,7798077387553
60-100G,LAVATORIO GOLD C.CERAM FABRIC,7798077387744
60-100N,LAVATORIO BLACK C.CERAM FABRIC,7798077387881
62-100C,LAVATORIO DE PARED CR C.CERAM FABRIC,7798077387980
62-100G,LAVATORIO DE PARED GOLD C.CERAM FABRIC,7798077388086
62-100N,LAVATORIO DE PARED BLACK C.CERAM FABRIC,7798077388246
70-100C,BIDE CR C.CERAM FABRIC,7798077388284
70-100G,BIDE GOLD C.CERAM FABRIC,7798077388369
70-100N,BIDE BLACK C.CERAM FABRIC,7798077388376
80-100C,DUCHA EMB. C/TRANSF. CR C.CERAM FABRIC,7798077388383
80-100G,DUCHA EMB. C/TRANSF. GOLD C.CERAM FABRIC,7798077388390
80-100N,DUCHA EMB. C/TRANSF. BLACK C.CERAM FABRIC,7798077388420
20-174,COCINA MESADA MONOC. COLORS BLACK,7798077387478
81-190P,DUCHA EMB. S/T. C.CERAM BLACK VELVET PLUS,7798077387331
80-190P,DUCHA EMB. C/TRANSF. C.CERAM BLACK VELVET PLUS,7798077387324
60-195,LAVATORIO CR C.CERAM FRAGA,7798077386709
70-195,BIDE CR C.CERAM FRAGA,7798077387300
80-195,DUCHA EMB. C/TRANSF. C.CERAM BRAGA,7798077387317
90-057,PACK GRIF.VERIN PLUS (Lavatorio-Bide-Ducha c/t),7798077387485
52-121,GRIFERIA REBATIBLE P/LLENADO DE OLLAS MARBELLA,7798077386693
83-162,DUCHA EXT. C/TRANSF. C.CERAM ADRA,7798077389694
BCH09,BACHA DE APOYAR RECTANGULAR 610x410x115,7798077386686
60-194,LAVATORIO CR C.CERAM LINEA LARA,7798077386549
70-194,BIDE CR C.CERAM LINEA LARA,7798077386570
80-194,DUCHA EMB. C/TRANSF. CR C.CERAM LARA,7798077386648
62-153,LAVATORIO PARED EMB. C.CERAM CASTILLA,7798077385832
62-163,LAVATORIO PARED EMB. C.CERAM SENA,7798077386518
BCH08,BACHA DE APOYAR OVALADA 580x355x105,7798077385825
16006,SET 6 PIEZAS ACCESORIOS CR LINEA SORIA,7798077384385
16030,PERCHA LINEA SORIA,7798077384828
16040,PORTA ROLLO ACCESORIOS LINEA SORIA,7798077385382
16050,JABONERA ACCESORIOS LINEA SORIA,7798077384910
U930,CHAPON MONOCOMANDO EMBUTIR,7798115114608
13030,PERCHA LINEA 13000,7798077384132
13050,JABONERA LINEA 13000,7798077384378
G200,CUERPO COCINA DUCHA EXT. PARED FUNDIDO,7798115113892
U601,PICO LAVATORIO BEDIA,7798115113502
U700,CUERPO MESADA FUNDIDO,7798160585668
U854,CAMPANA VIGO,7798115114127
13020,TOALLERO DE ARO LINEA 13000,7798077384125
51-190,MESADA BIMANDO C.CERAM BLACK VELVET,7798077384071
51-131B,MESADA BIMANDO C.CERAM MALLORCA BLACK,7798077384064
1930-70GN,FLEXIBLE P/GAS NATURAL C/PILAR H 1 1/4-M 3/4 30-70,7798077382893
13040,PORTA ROLLO LINEA 13000,7798077384149
60-193,LAVATORIO MONOCOMANDO BAJO MORA,7798160585200
61-193,LAVATORIO MONOCOMANDO ALTO MORA,7798160585217
70-193,BIDE MONOCOMANDO MORA,7798160585224
80-193,DUCHA EMB. C/TRANSF. MONOCOMANDO MORA,7798160585231
83-193,DUCHA EXT. C/TRANSF. MONOCOMANDO MORA,7798160585248
51-131,MESADA BIMANDO CR C.CERAM MALLORCA,7798160585262
51-122,MESADA BIMANDO CR C.CERAM VALENCIA,7798160585255
AB-001,AGARRADERA ACERO INOX CROMADO 30 CM SAFE,7798160585132
AB-002,AGARRADERA ACERO INOX CROMADO 40 CM SAFE,7798160585149
AB-003,AGARRADERA ACERO INOX CROMADO 50 CM SAFE,7798160585156
AB-004,AGARRADERA ACERO INOX CROMADO CURVA SAFE,7798160585163
60-192,LAVATORIO BAJO SORIA BLACK,7798160585088
61-192,LAVATORIO ALTO SORIA BLACK,7798160585095
70-192,BIDE SORIA BLACK,7798160585101
80-192,DUCHA EMB. C/TRANSF. SORIA BLACK,7798160585118
A1183,CAMPANA LAGO COMPLETA,7798077383371
53-057,COCINA PARED EXT. P.ALTO VERIN PLUS,7798115117739
20-162,MONOCOMANDO COCINA ADRA,7798160585057
40-064,JGO.P/LAVARROPA CR/CR C.STD FRAGA,7798160585019
50-064,MESADA P.FUNDIDO CR/CR C.STD FRAGA,7798160585026
51-064,JGO.MDA.P.CAÑO CR FRAGA,7798160585033
60-064,LAVATORIO CR/CR C.STD FRAGA,7798160584951
70-064,BIDE CROMO C.STD FRAGA,7798160584968
80-064,DUCHA EMB.C/TRANSF CR  C.STD FRAGA,7798160584975
81-064,DUCHA EMB.S/TRANF.CRUZ CR/CR C.STD FRAGA,7798160584982
82-064,DUCHA EXT.S/TRANSF.CR/CR C.STD FRAGA,7798160585002
83-064,DUCHA EXT.C/TRANSF.CR/CR C.STD FRAGA,7798160584999
80-142,DUCHA EMB. C/TRANSF. CR C.C. GROW PLUS,7798160584937
81-141,DUCHA EMB. S/TRANSF.CR C.C. GROW,7798160584920
81-142,DUCHA EMB. S/TRANSF. CR C.CERAM GROW PLUS,7798160584944
20-190,COCINA MESADA MONOC BLACK VELVET,7798160584890
60-191,LAVATORIO C.CERAM LINEA PRADO,7798160584852
62-191,LAVATORIO PARED EMB. C.CERAM PRADO,7798160584883
70-191,BIDE C.CERAM LINEA PRADO,7798160584869
80-191,DUCHA EMB. C/TRANSF. C.CERAM PRADO,7798160584876
80-352,DUCHA DE EMBUTIR 3 FUNCIONES SORIA,7798160584845
53-058,COCINA PARED EXTERIOR PICO ALTO MALBA CR,7798160584784
A1151,no usar SET PROLONGADOR P/VASTAGO Y CAMPANA (x3),7798160584777
60-190,LAVATORIO C.CERAM BLACK VELVET,7798160584715
62-190,LAVATORIO PARED EMB. C.CERAM BLACK VELVET,7798160584722
70-190,BIDE C.CERAM BLACK VELVET,7798160584739
80-190,DUCHA EMB. C/TRANSF. C.CERAM BLACK VELVET,7798160584746
81-190,DUCHA EMB. S/TRANSF. C.CERAM BLACK VELVET,7798160584753
81-153,DUCHA EMB. S/TRANSF. C.CERAM CASTILLA,7798160584630
81-131,DUCHA EMB. S/TRANSF. C.CERAM MALLORCA,7798160584647
81-136,DUCHA EMB. S/TRANSF. CR C.CERAM MARBELLA PLUS,7798160584678
81-135,DUCHA EMB. S/TRANSF. C.CERAM SANTANDER,7798160584685
81-150,DUCHA EMB. S/TRANSF. C.CERAM TOLEDO,7798160584692
81-138,DUCHA EMB. S/TRANSF. C.CERAM VALENCIA PLUS,7798160584708
20-180,MONOCOMANDO VERA COLORS,7798160584616
U848,TUERCA DE AJUSTE DE CARTUCHO P/MONOC PLASTICA,7798115113557
83-134,DUCHA EXT. C/TRANSF. CR C.CERAM BETIS,7798160584609
83-059,DUCHA EXT. C/TRANSF. BL/CR C.STD MALBA,7798160584593
83-057,DUCHA EXT. C/TRANSF. C.STD VERIN PLUS,7798160584586
BCH07,BACHA DE APOYAR OVALADA 400x330x150,7798160584579
84-152,DUCHA EXT. C/COLUMNA CR SORIA,7798160584562
80-130,DUCHA EMB. C/TRANSF. MONOCOMANDO BILBAO,7798160584555
1320-40GN,FLEXIBLE P/GAS NATURAL EXTENSIBLE 1/2 20-40 CM,7798160584517
1340-80GN,FLEXIBLE P/GAS NATURAL EXTENSIBLE 1/2 40-80 CM,7798160584531
1920-40GN,FLEXIBLE P/GAS NATURAL EXTENSIBLE 3/4 20-40 CM,7798160584524
1940-80GN,FLEXIBLE P/GAS NATURAL EXTENSIBLE 3/4 40-80 CM,7798160584548
60-163,LAVATORIO CR C.CERAM SENA,7798160584487
70-163,BIDE CR C.CERAM SENA,7798160584494
80-163,DUCHA EMB. C/TRANSF. CR C.CERAM SENA,7798160584500
A996BL,DUCHA 8' CUADRADA CR + PARLANTE BLUETOOTH,7798160584470
82-057,DUCHA EXT. S/TRANSF. CROMO VERIN PLUS C. STD,7798160584463
E8005,VISTA SET DE 5 PIEZAS LINEA 8000,7798160581752
S259,JUNTA P/MONOCOMANDO DIQUE,7798160584913
83-058,DUCHA EXT. C/TRANSF. CR C.STD MALBA,7798160584449
80-166,DUCHA EMB. C/TRANSF. CR C.CERAM ADRA PLUS,7798160584418
81-166,DUCHA EMB. S/TRANSF. CR C.CERAM ADRA PLUS,7798160584425
13060,PORTA CEPILLO LINEA 13000,7798160584432
13010,TOALLERO BARRAL LINEA 13000,7798077384118
20-154,MONOCOMANDO COCINA TERUEL,7798160584401
60-162,LAVATORIO CR C.CERAM LINEA ADRA,7798160584357
62-162,LAVATORIO DE PARED CR C.CERAM ADRA,7798160584395
70-162,BIDE CR C.CERAM LINEA ADRA,7798160584364
80-162,DUCHA EMB. C/TRANSF. CR C.CERAM ADRA,7798160584371
81-162,DUCHA EMB. S/TRANSF. CR C.CERAM ADRA,7798160584388
60-161,LAVATORIO CR C.CERAM LAGO,7798160584302
62-161,LAVATORIO DE PARED EMB. CR C.CERAM LAGO,7798160584340
70-161,BIDE CR C.CERAM LAGO,7798160584319
80-161,DUCHA EMB. C/TRANSF. CR C.CERAM LAGO,7798160584326
81-161,DUCHA EMB. S/TRANSF. CR C.CERAM LAGO,7798160584333
60-180,LAVATORIO MONOCOMANDO BAJO VERA,7798160584258
61-180,LAVATORIO MONOCOMANDO ALTO VERA,7798160584241
70-180,BIDE MONOCOMANDO C/TRANSF. VERA,7798160584265
80-180,DUCHA EMB. C/TRANSF. MONOCOMANDO VERA,7798160584289
81-180,DUCHA EMB. S/TRANSF. MONOCOMANDO VERA,7798160584296
83-180,DUCHA EXT. C/TRANSF. MONOCOMANDO VERA,7798160584272
51-058,COCINA MESADA CR C.STD MALBA,7798160584180
51-059,COCINA MESADA BL/CR C.STD MALBA,7798160584234
60-058,LAVATORIO CR C.STD MALBA,7798160584142
60-059,LAVATORIO BL/CR C.STD MALBA,7798160584197
70-058,BIDE CR C.STD MALBA,7798160584159
70-059,BIDE BL/CR C.STD MALBA,7798160584203
80-058,DUCHA EMB. C/TRANSF. CR C.STD MALBA,7798160584166
80-059,DUCHA EMB. C/TRANSF.BL/CR C.STD MALBA,7798160584210
81-058,DUCHA EMB. S/TRANSF. CR STD MALBA,7798160584173
81-059,DUCHA EMB. S/TRANSF. BL/CR C.STD MALBA,7798160584227
51-057,COCINA MESADA CR C.STD VERIN PLUS,7798160584135
60-057,LAVATORIO C.STD VERIN PLUS,7798160584098
70-057,BIDE C.STD VERIN PLUS,7798160584104
80-057,DUCHA EMB. C/TRANSF. C.STD VERIN PLUS,7798160584111
81-057,DUCHA EMB. S/TRANSF. C.STD VERIN PLUS,7798160584128
A1080,CAMPANA TOLEDO COMPLETA,7798077384095
20-170,COCINA MESADA MONOC. COLORS AZUL,7798160584050
20-171,COCINA MESADA MONOC. COLORS GRIS,7798160584067
20-172,COCINA MESADA MONOC. COLORS NEGRO,7798160584074
20-173,COCINA MESADA MONOC. COLORS ROJO,7798160584081
83-131,DUCHA EXT. C/TRANSF. C.CERAM CR MALLORCA,7798160584654
90-055,PACK GRIF. CR MEDEA P.CAÑO S/SOPAPA,7798160584043
60-154,LAVATORIO CR C.CERAM LINEA TERUEL,7798160584012
70-154,BIDE CR C.CERAM LINEA TERUEL,7798160584029
80-154,DUCHA EMB. C/TRANSF. CR C.CERAM TERUEL,7798160584036
A930,BOLSITA DUCHA EMB. S/TRANSF.,7798115113670
A933,BOLSITA CONECTORES + O'RING,7798115113625
62-141,LAVATORIO DE PARED CR C.CERAM GROW,7798077389984
10005BL,SET DE 5 PIEZAS LINEA 10000 BLACK,7798160583985
14006BC,SET DE 6 PIEZAS LINEA 14000 BC,7798160584005
15006BR,SET DE 6 PIEZAS LINEA 15000 BRONCE,7798160583992
3006SS,SET DE 6 PIEZAS LINEA 3000 SS,7798160583978
60-153,LAVATORIO CR C.CERAMICO CASTILLA,7798115112536
70-153,BIDE CR C.CERAM CASTILLA,7798115112543
80-153,DUCHA EMB. C/TRANSF. CR C.CERAM CASTILLA,7798115112550
U087,CUERPO MESADA REDONDA,7798160585651
G060,PICO LAVATORIO ESTANDAR,7798160585644
30-132,COCINA MESADA MONOC. C/DUCHADOR EXTENSIBLE VIGO,7798115112529
60-053,LAVATORIO CR S/SOPAPA P.STD MEDEA,7798115112444
60-054,LAVATORIO CR C/SOPAPA P.STD MEDEA,7798115112475
60-055,LAVATORIO CR S/SOPAPA P.CAÑO MEDEA,7798115112505
60-056,LAVATORIO CR C/SOPAPA P.CAÑO MEDEA,7798115112512
70-053,BIDE CR S/SOPAPA MEDEA,7798115112451
70-054,BIDE CR C/SOPAPA MEDEA,7798115112482
80-053,DUCHA EMB. C/T. CR S/CAÑO BAJADA MEDEA,7798115112468
80-054,DUCHA EMB. C/T. CR C/CAÑO BAJADA MEDEA (pp),7798115112499
10006CR,SET DE 6 PIEZAS LINEA 10000 MINIMALISTA,7798160583961
51-042,MESADA P.CAÑO DIQUE GM,7798160583954
13006,SET DE 6 PIEZAS LINEA 13000,7798160583947
BCH01,BACHA DE APOYAR CIRCULAR 320x145,7798160583879
BCH02,BACHA DE APOYAR CIRCULAR 1 AG. 415x145,7798160583886
BCH03/3,BACHA DE APOYAR RECTANGULAR 3 AG 500x420x130,7798160583893
BCH04/1,BACHA DE APOYAR CUADRADA 1 AG 420x420x125,7798160583909
BCH04/3,BACHA DE APOYAR CUADRADA 3 AG 420x420x125,7798160583916
BCH05,BACHA DE APOYAR CUADRADA 370x370x130,7798160583923
BCH06,BACHA DE APOYAR CIRCULAR 415x135,7798160583930
60-152,LAVATORIO CR MONOCOMANDO BAJO SORIA,7798160583831
61-152,LAVATORIO MONOCOMANDO CROMO ALTO SORIA,7798160583824
70-152,BIDE MONOCOMANDO CR C/TRANSFERENCIA SORIA,7798160583848
80-152,DUCHA EMB. CR C/TRANSF. MONOCOMANDO SORIA,7798160583855
83-152,DUCHA EXT. CR C/TRANSF. MONOCOMANDO SORIA,7798160583862
60-101N,"LAVATORIO C.CERAMICO ""CROMO Y""",7798160583794
70-101N,"BIDE C.CERAMICO ""CROMO Y""",7798160583800
80-101N,"DUCHA EMB. C/TRANSF. C.CERAMICO ""CROMO Y""",7798160583817
05-010,LAVATORIO BAJO TEMPORIZADO TECNO,7798160583787
60-035,LAVATORIO CIERRE STD SANTANDER,7798160583640
70-035,BIDE CIERRE STD SANTANDER,7798160583657
80-035,DUCHA EMB. C/TRANSF. CIERRE STD SANTANDER,7798160583664
60-022,LAVATORIO CIERRE STD VALENCIA,7798160583671
70-022,BIDE CIERRE STD VALENCIA,7798160583688
80-022,DUCHA EMB. C/TRANSF. CIERRE STD VALENCIA,7798160583695
80-038,DUCHA EMB. C/TRANSF. CIERRE STD VALENCIA PLUS,7798160583732
60-039,LAVATORIO CIERRE STD VIGO,7798160583701
70-039,BIDE CIERRE STD VIGO,7798160583718
80-039,DUCHA EMB. C/TRANSF. CIERRE STD VIGO,7798160583725
A1005,PICO MONOCOMANDO MALLORCA,7798160583381
A008,TRANSFERENCIA DUCHA EXT. DVC50C automático/manual,7798160583305
A1020,"DUCHA REDONDA 8""",7798160583626
A1034,MASA PERCHERO + PERNO,7798160583572
A861,PICOS FLW-M21 MONOCOMANDO VERIN,7798160583282
A959,CAÑO CURVO PARA DUCHA 300X100 SA-03A,7798160583527
S031,"TORNILLO ACERO INOX AISI 304 3/16"" X 3 (SOPAPA)",7798160583350
S032,REJILLA PARA SOPAPA INOX AISI 304,7798160583343
S051,"TORNILLO ACERO INOX AISI 304 3/16"" X 2 1/8""-DUCHA",7798160583367
S062P,MANIJA MONOCOMANDO BAÑO FLUSH,7798160583299
S704,MANIJA MONOCOMANDO MARBELLA,7798160583411
U025,VOLANTE ARES CROMO,7798160583404
U064,"CAMPANA 3/4"" P/PICOS DE BAÑERA INOX AISI 430",7798160583312
U311,VOLANTE MURCIA,7798160583459
U412,MASA JABONERA/PORTA CEPILLO,7798160583558
U414,MASA TOALLERO ARO,7798160583565
U415,MASA PORTA ROLLO,7798160583541
U416,MASA TOALLERO BARRAL,7798160583534
U607,LEVA BURGOS,7798160583435
U622,LEVA TRANSFERENCIA BURGOS,7798160583398
U738,VOLANTE OVIEDO D114,7798160583503
U749,VOLANTE CROMO Y,7798160583473
U775,VOLANTE MARBELLA,7798160583374
U789,BASE MONOCOMANDO MARBELLA,7798160583442
U797,VOLANTE RODA,7798160583497
U846,TAPITA PARA VOLANTE U847,7798160583480
U847,VOLANTE BETIS,7798160583466
U898,VOLANTE SANTANDER,7798160583268
U899,CAMPANA SANTANDER,7798160583251
U903,VOLANTE TOLEDO,7798160583428
A1031,VOLANTE BETIS COMPLETO,7798077383388
60-151,LAVATORIO CR C.CERAM CROWN,7798160583213
62-151,LAVATORIO PARED CR C. CERAM CROWN,7798160583244
70-151,BIDE CR C.CERAM CROWN,7798160583220
80-151,DUCHA EMB. C/TRANSF. CR C.CERAM CROWN,7798160583237
A1023,VALVULA DE DESAGOTE P/INODORO TECNO 02-010-1,7798077382831
60-134,LAVATORIO CR C.CERAM BETIS,7798160583770
70-134,BIDE CR C.CERAM BETIS,7798160583763
80-134,DUCHA EMB. C/TRANSF. CR C.CERAM BETIS,7798160583756
60-042,LAVATORIO DIQUE GM,7798160583183
70-042,BIDE DIQUE GM,7798160583190
80-042,DUCHA EMB. C/TRANSF. DIQUE GM,7798160583206
63-130,LAVATORIO MONOC. DE PARED BILBAO,7798077381889
63-121,LAVATORIO MONOC. DE PARED MARBELLA,7798077382374
60-150,LAVATORIO CR C.CERAM TOLEDO,7798160583145
62-150,LAVATORIO PARED CR C.CERAM TOLEDO,7798160583176
70-150,BIDE CR C.CERAM TOLEDO,7798160583152
80-150,DUCHA EMB. C/TRANSF. CR C.CERAM TOLEDO,7798160583169
81-121,DUCHA EMB. S/TRANSF.CR C.C. MARBELLA,7798160584661
12005,SET DE 5 PIEZAS LINEA 12000,7798077381810
12006,SET DE 6 PIEZAS LINEA 12000,7798077381803
12010,TOALLERO BARRAL LINEA 12000,7798077381827
12020,TOALLERO DE ARO LINEA 12000,7798077381834
12030,PERCHA LINEA 12000,7798077381841
12040,PORTA ROLLO LINEA 12000,7798077381858
12050,JABONERA LINEA 12000,7798077381865
12060,PORTA CEPILLO LINEA 12000,7798077381872
A996,DUCHA 8' CUADRADA CR C/BRAZO Y CAMPANA,7798160583510
405/S,DUCHA EXT C/TRANSF.CR FLUSH SIN ACCESORIOS,7798077381797
A1003,PICO LAVATORIO BETIS / SEVILLA,7798077381612
60-141,LAVATORIO CR C..CERAM GROW,7798160583114
70-141,BIDE CR C.C.CERAM GROW,7798160583121
80-141,DUCHA EMB. C/TRANSF. CR C.CERAM GROW,7798160583138
20-150,MONOCOMANDO MESADA COCINA TOLEDO,7798160583091
20-160,MONOCOMANDO MESADA COCINA DIQUE,7798160583107
60-140,LAVATORIO CR C.CERAM IGUAZU,7798160583060
70-140,BIDE CR C.CERAM IGUAZU,7798160583077
80-140,DUCHA EMB. C/TRANSF. CR C.CERAM IGUAZU,7798160583084
A1013,VOLANTE CROMO P/MONOC. RENACER,7798077386815
A1010,CUERPO DE BRONCE DUCHA EMB. C/TRANSF. C.CERAM,7798115113281
A1011,CUERPO DE BRONCE DUCHA EMB. C/TRANSF. STD.,7798115113298
60-018,LAVATORIO CR. STD RODA,7798077381353
70-018,BIDE CR. STD RODA,7798077381360
80-018,DUCHA EMB. C/TRANSF. STD RODA,7798077381605
20-140,MONOCOMANDO DE COCINA LINEA CUINA,7798077381346
60-138,LAVATORIO C.CERAM CR VALENCIA PLUS,7798077381315
62-138,LAVATORIO PARED C.CERAM CR VALENCIA PLUS,7798077381339
70-138,BIDE C.CERAM CR VALENCIA PLUS,7798077381322
01-010,VALVULA P/MINGITORIO TEMPORIZADA TECNO,7798077381278
02-010,VALVULA P/INODORO TEMPORIZADA TECNO,7798077381285
03-010,LAVATORIO ALTO TEMPORIZADO TECNO,7798077381292
04-010,LAVATORIO DE PARED TEMPORIZADO TECNO,7798077381308
1620,CONEXION FLEXIBLE MH 1/2X20 APROBADO (2),7798077381254
1625,CONEXION FLEXIBLE MH 1/2X25 APROBADO (2),7798077381261
984/CR,JGO PARED EXT CR P. FUNDIDO STD ARES,7798160583053
54-130,MONOCOMANDO COCINA PARED EXT BILBAO,7798160583039
60-139,LAVATORIO C.CERAM CR BETIS GM,7798077381148
70-139,BIDE C.CERAM CR BETIS GM,7798077381155
80-139,DUCHA EMB. C/TRANSF. CR C.C. BETIS GM,7798077381247
20-135,MONOCOMANDO COCINA SANTANDER,7798077381131
51-037,COCINA MESADA R-ECO,7798160583749
80-138,DUCHA EMB. C/TRANSF. CR C.CERAM VALENCIA PLUS,7798077381124
A995,"FLOR DUCHA CUADRADA (SANTANDER 8"")",7798077381117
60-037,LAVATORIO R-ECO,7798077381056
70-037,BIDE R-ECO,7798077381063
80-037,DUCHA EMB. C/TRANSF. R-ECO,7798077381070
83-037,DUCHA EXT. C/TRANSF. R-ECO,7798077381087
A5044O,VOLANTE BURGOS/BEDIA (LEVA) ORO COMPLETO,7798160583022
60-136,LAVATORIO C.CERAM CR MARBELLA PLUS,7798077381025
70-136,BIDE C.CERAM CR MARBELLA PLUS,7798077381032
80-136,DUCHA EMB. C/TRANSF. CR C.C. MARBELLA PLUS,7798077381049
A990,"10 ARANDELA PLASTICA 1/2"" P/MESADA",7798077381094
A991,10 ARANDELA PLASTICA 3/4 P/LAVAT. PICO LAV Y BIDET,7798077381100
20-134,MONOCOMANDO COCINA BETIS,7798077381018
60-135,LAVATORIO C.CERAM SANTANDER,7798077380448
62-135,LAVATORIO P/PARED C.CERAM SANTANDER,7798077380868
70-135,BIDE C.CERAM SANTANDER,7798077380455
80-135,DUCHA EMB. C/TRANSF. C.CERAM SANTANDER,7798077380851
11006,SET DE 6 PIEZAS LINEA 11000,7798077380875
11010,TOALLERO BARRAL LINEA 11000,7798077380882
11020,TOALLERO DE ARO LINEA 11000,7798077380899
11030,PERCHA LINEA 11000,7798077380950
11040,PORTA ROLLO LINEA 11000,7798077380967
11050,JABONERA LINEA 11000,7798077380974
11060,PORTA VASO Y CEPILLO LINEA 11000,7798077380998
A982,No usar pasa a A943-1 PICO CUADRADO MONOCOMANDO MA,7798160583015
A983,No usar pasa a A943 PICO REDONDO MONOCOMANDO MARBE,7798160583008
83-034,DUCHA EXT. C/TRANSF. CR BETIS,7798160582988
81-122,DUCHA EMB.S/TRANSF. C.CERAM CR VALENCIA,7798160582995
60-034,LAVATORIO CR BETIS,7798160582940
70-034,BIDE CR BETIS,7798160582957
80-034,DUCHA EMB. C/TRANSF. CR BETIS,7798160582964
81-034,DUCHA EMB. S/TRANSF. CR BETIS,7798160582971
A970,PICO LAVATORIO MALLORCA/VIGO COMPLETO,7798077380172
60-133,LAVATORIO MONOCOMANDO LUGO,7798160582889
70-133,BIDE MONOCOMANDO LUGO,7798160582896
83-133,DUCHA EXT. C/TRANSF. MONOCOMANDO LUGO,7798160582902
A868E,no usar pasa a A868 CONJ FIJACION MONOC.P/MSDA MAR,7798160582872
A961,no usar pasa a A1050 VOLANTE COMPLETO MALLORCA,7798160582865
A968,BUJE C/AIREADOR P/PICO LAVATORIO DE CAÑO,7798160582834
A962,VOLANTE CRUZ VIGO COMPLETO,7798160582636
A964,CAMPANA P/DUCHA LINEA VIGO,7798160582681
A963,CAMPANA LAVATORIO / BIDE VIGO,7798160582674
A965,no usar pasa a A1077 CAMPANA CROMO Y COMPLETA,7798160582803
A966,BUJE C/CORTACHORRO P/PICO DUCHA DE CAÑO,7798160582810
60-121M,LAVATORIO C.CERAM CONEX METAL CR MARBELLA,7798160582575
70-121M,BIDE C.CERAM CONEX METAL CR MARBELLA,7798160582582
90-050CO,PACK GRIF. CR MEDEA (Lavatorio-Bide-Ducha c/t),7798160582568
10005R,SET DE 5 PIEZAS LINEA 10000 MINIMALISTA RED,7798160582476
10010R,TOALLERO BARRAL LINEA 10000 MINIMALISTA RED,7798160582483
10020R,TALLERO DE ARO LINEA 10000 MINIMALISTA RED,7798160582490
10030R,PERCHA LINEA 10000 MINIMALISTA RED,7798160582506
10040R,PORTA ROLLO LINEA 10000 MINIMALISTA RED,7798160582513
10050R,JABONERA LINEA 10000 MINIMALISTA RED,7798160582520
10060R,PORTA VASO Y CEPILLOS LINEA 10000 MINIMALISTA RED,7798160582537
2005B,SET DE 5 PIEZAS LINEA 2000 CR/BL,7798160582193
2010B,TOALLERO BARRAL LINEA 2000 CR/BL,7798160582209
2020B,TOALLERO DE ARO LINEA 2000 CR/BL,7798160582216
2030B,PERCHA LINEA 2000 CR/BL,7798160582223
2040B,PORTA ROLLO LINEA 2000 CR/BL,7798160582230
2050B,JABONERA LINEA 2000 CR/BL,7798160582247
2060B,PORTA VASO Y CEPILLOS LINEA 2000 CR/BL,7798160582254
7005N,SET DE 5 PIEZAS LINEA 7000 BLACK,7798160582339
7010N,TOALLERO BARRAL LINEA 7000 BLACK,7798160582346
7020N,TOALLERO DE ARO LINEA 7000 BLACK,7798160582353
7030N,PERCHA LINEA 7000 BLACK,7798160582360
7040N,PORTA ROLLO LINEA 7000 BLACK,7798160582377
7050N,JABONERA LINEA 7000 BLACK,7798160582384
7060N,PORTA VASO Y CEPILLOS LINEA 7000 BLACK,7798160582391
9005,SET DE 5 PIEZAS LINEA CROMO Y NEW,7798160582148
9010,TOALLERO BARRAL LINEA CROMO Y NEW,7798160582155
9020,TOALLERO DE ARO LINEA CROMO Y NEW,7798160582544
9030,PERCHA LINEA CROMO Y NEW,7798160582551
9040,PORTA ROLLO LINEA CROMO Y NEW,7798160582162
9050,JABONERA LINEA CROMO Y NEW,7798160582179
9060,PORTA CEPILLO LINEA CROMO Y NEW,7798160582186
10005CR,SET DE 5 PIEZAS LINEA 10000 MINIMALISTA,7798160582407
10010CR,TOALLERO BARRAL LINEA 10000 MINIMALISTA,7798160582414
10020CR,TOALLERO DE ARO LINEA 10000 MINIMALISTA,7798160582421
10030CR,PERCHA LINEA 10000 MINIMALISTA,7798160582438
10040CR,PORTA ROLLO LINEA 10000 MINIMALISTA,7798160582445
10050CR,JABONERA LINEA 10000 MINIMALISTA,7798160582452
10060CR,PORTA VASO Y CEPILLOS LINEA 10000 MINIMALISTA,7798160582469
20-131,MONOCOMANDO COCINA MALLORCA,7798160582049
60-122M,LAVATORIO C.CERAM CONEX METAL CR VALENCIA,7798160582124
70-122M,BIDE C.CERAM CONEX METAL CR VALENCIA,7798160582131
60-132,LAVATORIO CR C.CERAM VIGO,7798160582056
62-132,LAVATORIO PARED CR C.CERAM VIGO,7798160582063
70-132,BIDE CR C.CERAM VIGO,7798160582070
80-132,DUCHA EMB. C/TRANSF.CR C.CERAM VIGO,7798160582087
81-132,DUCHA EMB. S/TRANSF. CR C.CERAM VIGO,7798160582094
82-132,DUCHA EXT. S/TRANSF. CR C.CERAM VIGO,7798160582117
83-132,DUCHA EXT. C/TRANSF. CR C.CERAM VIGO,7798160582100
61-024,LAVATORIO CR P. FUNDIDO SEVILLA PLUS,7798160582025
935/CR,JGO. PARED EXT CR P.BAJO S ARES,7798077380431
60-131,LAVATORIO C.CERAM CR MALLORCA,7798160581837
62-131,LAVATORIO PARED CR C.CERAM MALLORCA,7798160581868
70-131,BIDE C.CERAM CR MALLORCA,7798160581844
80-131,DUCHA EMB. C/TRANSF. CR C.CERAM MALLORCA,7798160581851
8005,SET DE 5 PIEZAS LINEA 8000,7798160581752
8006,SET DE 6 PIEZAS LINEA 8000,7798160581769
8010,TOALLERO BARRAL LINEA 8000,7798160581776
8020,TOALLERO DE ARO LINEA 8000,7798160581783
8030,PERCHA LINEA 8000,7798160581790
8040,PORTA ROLLO LINEA 8000,7798160581806
8050,JABONERA LINEA 8000,7798160581813
